Title,Actual_Price,Selling_Price,Brand,Model,Colour,Form_Factor,Connectivity_Type,Product_ID,Discount_Percent,Playtime_Hours,Driver_Size_mm,Bluetooth_Version,Latency_ms,Gaming,ANC,ENC
"ZEBRONICS Evolve Bluetooth Headset  (Grey, Black, In the Ear)",1499.0,499.0,ZEBRONICS,Evolve ?Wireless ?in Ear? ?Neckband Earphone? ? (Gray),"Grey, Black",In Ear,Bluetooth,ZEBRONICS_Evolve ?Wireless ?in Ear? ?Neckband Earphone? ? (Gray),66.71,,,,,False,False,False
"Portronics Ear 1 Wired Headset  (Black, In the Ear)",599.0,339.0,Portronics,Ear 1,Black,In Ear,Wired,Portronics_Ear 1,43.41,,,,,False,False,False
"boAt Rockerz 255 Pro+ with ASAP Charge and upto 40 Hours Playback Bluetooth Headset  (Active Black, In the Ear)",3990.0,1299.0,boAt,Rockerz 255 Pro+/Rockerz 258 Pro+ with ASAP Charge and upto 40 Hours Playback,Active Black,In Ear,Bluetooth,boAt_Rockerz 255 Pro+/Rockerz 258 Pro+ with ASAP Charge and upto 40 Hours Playback,67.44,40.0,,,,False,False,False
"Noise Air Buds 2 with 40 Hours Playtime, 13mm Driver, Quad Mic with ENC, & Instacharge Bluetooth Headset  (White, True Wireless)",4999.0,1899.0,Noise,Airbuds 2,White,In Ear,Bluetooth,Noise_Airbuds 2,62.01,40.0,13.0,,,False,False,True
"Noise Air Buds Mini with 15 Hours Playtime, Tru Bass Technology, and HyperSync Bluetooth Headset  (Pearl White, True Wireless)",2999.0,999.0,Noise,Air Buds Mini Truly Wireless,Pearl White,In Ear,Bluetooth,Noise_Air Buds Mini Truly Wireless,66.69,15.0,,,,False,False,False
"PTron Bassbud Jade Bluetooth Gaming Headset  (Black, True Wireless)",3699.0,1349.0,PTron,Bassbud Jade,Black,In Ear,Bluetooth,PTron_Bassbud Jade,63.53,,,,,True,False,False
"Noise Tune Active Pro with upto 60hrs playtime, ESR, Instacharge and Bluetooth V5.2 Bluetooth Headset  (Jet Black, In the Ear)",2999.0,1199.0,Noise,Tune Active Pro Neckband,Jet Black,In Ear,Bluetooth,Noise_Tune Active Pro Neckband,60.02,60.0,,5.2,,False,False,False
"Wings Phantom 250 Gaming TWS Earbuds with 40ms Low Latency, 30 hours playtime Bluetooth Gaming Headset  (Blue, In the Ear)",2999.0,999.0,Wings,"Phantom 250 Gaming TWS Earbuds with 40ms Low Latency, 30 hours playtime",Blue,In Ear,Bluetooth,"Wings_Phantom 250 Gaming TWS Earbuds with 40ms Low Latency, 30 hours playtime",66.69,30.0,,,40.0,True,False,False
"Skullcandy JIB True Wireless Bluetooth Headset  (Black Orange, True Wireless)",8999.0,2931.0,Skullcandy,Jib TWS,Black Orange,In Ear,Bluetooth,Skullcandy_Jib TWS,67.43,,,,,False,False,False
"Boult Audio AirBass Xpods TWS Earbuds with 20H Playtime Bluetooth Headset  (Black, True Wireless)",4999.0,999.0,Boult,XPods,Black,In Ear,Bluetooth,Boult_XPods,80.02,20.0,,,,False,False,False
"Noise Nerve Pro with upto 35hrs of playtime, ESR, Instacharge and Bluetooth v5.2 Bluetooth Headset  (Neon Green, In the Ear)",2799.0,899.0,Noise,Nerve Pro Neckband,Neon Green,In Ear,Bluetooth,Noise_Nerve Pro Neckband,67.88,35.0,,5.2,,False,False,False
"Skullcandy JIB True Wireless Bluetooth Headset  (Golden Red, True Wireless)",8999.0,2999.0,Skullcandy,Jib TWS,Golden Red,In Ear,Bluetooth,Skullcandy_Jib TWS,66.67,,,,,False,False,False
"Boult Audio Airbass XPods Pro with 20 hrs Playtime, Type-C Bluetooth Headset  (Black, True Wireless)",5999.0,1499.0,Boult,xpods pro,Black,In Ear,Bluetooth,Boult_xpods pro,75.01,20.0,,,,False,False,False
"Portronics Harmonics Twins 25 TWS Earbuds with Active ENC, 27Hrs Playtime Bluetooth Headset  (White, In the Ear)",2499.0,1399.0,Portronics,"Harmonics Twins 25 TWS Earbuds with Active ENC, 27Hrs Playtime",White,In Ear,Bluetooth,"Portronics_Harmonics Twins 25 TWS Earbuds with Active ENC, 27Hrs Playtime",44.02,27.0,,,,False,False,True
"Skullcandy Indy Evo Bluetooth Headset  (Blue, True Wireless)",12999.0,5808.0,Skullcandy,Indy Evo,Blue,In Ear,Bluetooth,Skullcandy_Indy Evo,55.32,,,,,False,False,False
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Furious blue, On the Ear)",3490.0,1199.0,boAt,Rockerz on ear 510 / Rockerz 518,Furious blue,On Ear,Bluetooth,boAt_Rockerz on ear 510 / Rockerz 518,65.64,,,,,False,False,False
"boAt Airdopes 161 with ASAP Charge, 10mm Drivers and 17-20 Hours Playback Bluetooth Headset  (Pearl White, True Wireless)",2490.0,1399.0,boAt,Airdopes 161,Pearl White,In Ear,Bluetooth,boAt_Airdopes 161,43.82,20.0,10.0,,,False,False,False
"Wings Phantom 250 Gaming TWS Earbuds with 40ms Low Latency, 30 hours playtime Bluetooth Gaming Headset  (Black, In the Ear)",2999.0,999.0,Wings,"Phantom 250 Gaming TWS Earbuds with 40ms Low Latency, 30 hours playtime",Black,In Ear,Bluetooth,"Wings_Phantom 250 Gaming TWS Earbuds with 40ms Low Latency, 30 hours playtime",66.69,30.0,,,40.0,True,False,False
"Portronics Harmonics Z3 Wireless Stereo Neckband Bluetooth Headset  (Green, In the Ear)",1999.0,799.0,Portronics,Harmonics Z3 Wireless Stereo Neckband,Green,In Ear,Bluetooth,Portronics_Harmonics Z3 Wireless Stereo Neckband,60.03,,,,,False,False,False
"boAt Rockerz 235 Pro with upto 20 Hours Playback and ASAP Charge Bluetooth Headset  (Active Black, In the Ear)",2490.0,999.0,boAt,Rockerz 235 Pro,Active Black,In Ear,Bluetooth,boAt_Rockerz 235 Pro,59.88,20.0,,,,False,False,False
"Skullcandy Indy Evo Bluetooth Headset  (Deep Red, True Wireless)",12999.0,5999.0,Skullcandy,Indy Evo,Deep Red,In Ear,Bluetooth,Skullcandy_Indy Evo,53.85,,,,,False,False,False
"Boult Audio Airbass Truebuds Bluetooth Headset  (Red, True Wireless)",7999.0,1199.0,Boult,Airbass Truebuds,Red,In Ear,Bluetooth,Boult_Airbass Truebuds,85.01,,,,,False,False,False
"ZEBRONICS Zeb Duke 101 Wireless Headphone with Mic Bluetooth Headset  (Red, On the Ear)",1899.0,899.0,ZEBRONICS,Zeb Duke 101 Wireless Headphone with Mic,Red,On Ear,Bluetooth,ZEBRONICS_Zeb Duke 101 Wireless Headphone with Mic,52.66,,,,,False,False,False
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset  (Black, True Wireless)",3499.0,1699.0,boAt,Immortal 131,Black,In Ear,Bluetooth,boAt_Immortal 131,51.44,40.0,,,,False,False,True
"Wings Phantom 200 Wireless Earbuds, LED, 40ms Low Latency, DNS Mic Headphones Bluetooth Gaming Headset  (Black, In the Ear)",2999.0,1199.0,Wings,Phantom 200,Black,In Ear,Bluetooth,Wings_Phantom 200,60.02,,,,40.0,True,False,False
"Boult Audio Airbass Z35 with ZEN ENC Mic, 32H Playtime, 45ms Ultra-Low Latency Mode, 5.3 Bluetooth Headset  (Pista Green, True Wireless)",2999.0,1299.0,Boult,Airbass Z35,Pista Green,In Ear,Bluetooth,Boult_Airbass Z35,56.69,32.0,,,45.0,False,False,True
"Skullcandy Indy Evo True Bluetooth Headset  (Grey, True Wireless)",12999.0,6499.0,Skullcandy,Indy Evo True,Grey,In Ear,Bluetooth,Skullcandy_Indy Evo True,50.0,,,,,False,False,False
"boAt Airdopes 100 with 50 Hours Playback, Quad Mics ENx Technology & Beast Mode Bluetooth Headset  (Emerald Green, In the Ear)",4490.0,1399.0,boAt,"Airdopes 100 with 50 Hours Playback, Quad Mics ENx Technology & Beast Mode",Emerald Green,In Ear,Bluetooth,"boAt_Airdopes 100 with 50 Hours Playback, Quad Mics ENx Technology & Beast Mode",68.84,50.0,,,,False,False,True
"Boult Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast Charging, Pro+ Calling, Type C, IPX5 Water Resistant, Bluetooth v5.1, Voice Assistant Bluetooth Headset  (White, True Wireless)",5499.0,1399.0,Boult,airbass y1 wireless earphones,White,In Ear,Bluetooth,Boult_airbass y1 wireless earphones,74.56,40.0,,5.1,,False,False,False
"Portronics Harmonics Twins 50 Wireless Sports with Long Playtime Bluetooth Headset  (Black, True Wireless)",2999.0,1299.0,Portronics,Harmonics Twins 50 Wireless Sports with Long Playtime,Black,In Ear,Bluetooth,Portronics_Harmonics Twins 50 Wireless Sports with Long Playtime,56.69,,,,,False,False,False
"Portronics Harmonics Twins 27 ANC + ENC Noise Cancelling Smart TWS Earbuds Bluetooth Headset  (White, True Wireless)",3999.0,1999.0,Portronics,Harmonics Twins 27 ANC + ENC Noise Cancelling Smart TWS Earbuds,White,In Ear,Bluetooth,Portronics_Harmonics Twins 27 ANC + ENC Noise Cancelling Smart TWS Earbuds,50.01,,,,,False,True,True
"boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset  (Active Black, True Wireless)",2990.0,1299.0,boAt,Airdopes 131 / Airdopes 138,Active Black,In Ear,Bluetooth,boAt_Airdopes 131 / Airdopes 138,56.56,60.0,,,,False,False,False
"boAt Airdopes 100 with 50 Hours Playback, Quad Mics ENx Technology & Beast Mode Bluetooth Headset  (Sapphire Blue, In the Ear)",4490.0,1399.0,boAt,"Airdopes 100 with 50 Hours Playback, Quad Mics ENx Technology & Beast Mode",Sapphire Blue,In Ear,Bluetooth,"boAt_Airdopes 100 with 50 Hours Playback, Quad Mics ENx Technology & Beast Mode",68.84,50.0,,,,False,False,True
"ZEBRONICS Zeb Sound Bomb 4 Bluetooth Headset  (White, True Wireless)",3999.0,1599.0,ZEBRONICS,Zeb Sound Bomb 4,White,In Ear,Bluetooth,ZEBRONICS_Zeb Sound Bomb 4,60.02,,,,,False,False,False
"PTron Bassbuds Xtreme Bluetooth Headset  (Gray/Black, True Wireless)",4599.0,1799.0,PTron,Bassbuds Xtreme,Gray/Black,In Ear,Bluetooth,PTron_Bassbuds Xtreme,60.88,,,,,False,False,False
"ZEBRONICS Zeb - Thunder Bluetooth & Wired Headset  (Neon Yellow, On the Ear)",1399.0,955.0,ZEBRONICS,Zeb - Thunder,Neon Yellow,On Ear,Bluetooth & Wired,ZEBRONICS_Zeb - Thunder,31.74,,,,,False,False,False
"Skullcandy JIB True Wireless Bluetooth Headset  (Blue, True Wireless)",8999.0,2950.0,Skullcandy,JibTrue Wireless,Blue,In Ear,Bluetooth,Skullcandy_JibTrue Wireless,67.22,,,,,False,False,False
"ZEBRONICS Zeb- Bang Pro Bluetooth Headset  (Red, On the Ear)",2499.0,1199.0,ZEBRONICS,Zeb- Bang Pro,Red,On Ear,Bluetooth,ZEBRONICS_Zeb- Bang Pro,52.02,,,,,False,False,False
"Boult Audio BassBuds Oak Pure-Wood Wired Headset  (Brown, In the Ear)",1299.0,549.0,Boult,BassBuds Oak Pure-Wood,Brown,In Ear,Wired,Boult_BassBuds Oak Pure-Wood,57.74,,,,,False,False,False
"Boult Audio ProBass YCharge with Fast Charging , Pro+ Calling Mic and 12H Playtime Bluetooth Headset  (Black, In the Ear)",1999.0,799.0,Boult,Probass YCharge,Black,In Ear,Bluetooth,Boult_Probass YCharge,60.03,12.0,,,,False,False,False
"PTron Basspod P81 Bluetooth Headset  (Black, True Wireless)",2999.0,1349.0,PTron,Basspod P81,Black,In Ear,Bluetooth,PTron_Basspod P81,55.02,,,,,False,False,False
"Noise Buds VS102 Pro with ANC (25dB), 40 Hours Playtime, and ENC with Quad Mic Bluetooth Headset  (Calm Beige, In the Ear)",4999.0,1999.0,Noise,Buds VS102 Pro,Calm Beige,In Ear,Bluetooth,Noise_Buds VS102 Pro,60.01,40.0,,,,False,True,True
"Portronics Conch 50 Wired Headset  (Black, In the Ear)",499.0,279.0,Portronics,Conch 50,Black,In Ear,Wired,Portronics_Conch 50,44.09,,,,,False,False,False
"Portronics POR-1146 Conch Delta Wired Headset  (White, In the Ear)",399.0,279.0,Portronics,POR-1146 Conch Delta,White,In Ear,Wired,Portronics_POR-1146 Conch Delta,30.08,,,,,False,False,False
"Portronics Conch 80 In Ear Wired Headset  (Blue, In the Ear)",599.0,579.0,Portronics,Conch 80 In Ear,Blue,In Ear,Wired,Portronics_Conch 80 In Ear,3.34,,,,,False,False,False
"Wings Phantom 800 Wireless Low Latency Earbuds, LED, 50 hrs Playtime & App Support Bluetooth Gaming Headset  (White, In the Ear)",2999.0,1399.0,Wings,Phantom 800,White,In Ear,Bluetooth,Wings_Phantom 800,53.35,50.0,,,,True,False,False
"ZEBRONICS Zeb-Calxy Wired Headset  (Black, On the Ear)",399.0,308.0,ZEBRONICS,Zeb-Calxy,Black,On Ear,Wired,ZEBRONICS_Zeb-Calxy,22.81,,,,,False,False,False
"PTron Basspods 992 Bluetooth Headset  (Black, True Wireless)",4599.0,1899.0,PTron,Basspods 992,Black,In Ear,Bluetooth,PTron_Basspods 992,58.71,,,,,False,False,False
"Boult Audio ProBass Fcharge with 40 hrs Playtime, ENC, Fast Charging, Fast Pairing Bluetooth Headset  (Red, In the Ear)",4999.0,1199.0,Boult,ProBass FCharge,Red,In Ear,Bluetooth,Boult_ProBass FCharge,76.02,40.0,,,,False,False,True
"Boult Audio Omega with 30dB ANC, Quad Mic ENC, 45ms Latency Gaming Mode, 32H Playtime, 5.2 Bluetooth Headset  (White, True Wireless)",9999.0,1999.0,Boult,Airbass Omega,White,In Ear,Bluetooth,Boult_Airbass Omega,80.01,32.0,,,45.0,True,True,True
"Wings Phantom 410 Wireless Earbuds with Digital Battery Indicator & 70 Hrs Playtime Bluetooth Gaming Headset  (White, True Wireless)",2999.0,999.0,Wings,Phantom 410,White,In Ear,Bluetooth,Wings_Phantom 410,66.69,70.0,,,,True,False,False
"boAt Rockerz 255 Pro+ with ASAP Charge and upto 40 Hours Playback Bluetooth Headset  (Navy Blue, In the Ear)",3990.0,1299.0,boAt,Rockerz 255 Pro+/Rockerz 258 Pro+,Navy Blue,In Ear,Bluetooth,boAt_Rockerz 255 Pro+/Rockerz 258 Pro+,67.44,40.0,,,,False,False,False
"Portronics Muffs M1 Wireless with Long Playtime Bluetooth Headset  (White, On the Ear)",2499.0,1749.0,Portronics,Muffs M1 Wireless with Long Playtime,White,On Ear,Bluetooth,Portronics_Muffs M1 Wireless with Long Playtime,30.01,,,,,False,False,False
"Portronics Conch 50 Wired Headset  (Light Blue, In the Ear)",499.0,289.0,Portronics,Conch 50,Light Blue,In Ear,Wired,Portronics_Conch 50,42.08,,,,,False,False,False
"Skullcandy Dime Truly wireless in Ear Earbuds with microphone Bluetooth Headset  (Black, True Wireless)",7499.0,2699.0,Skullcandy,s2dmw-p740,Black,In Ear,Bluetooth,Skullcandy_s2dmw-p740,64.01,,,,,False,False,False
"Wings Phantom 205 Neck band with touch controls Bluetooth Gaming Headset  (Teal, In the Ear)",2999.0,899.0,Wings,Phantom 205 Neck band with touch controls,Teal,In Ear,Bluetooth,Wings_Phantom 205 Neck band with touch controls,70.02,,,,,True,False,False
"Wings Phantom 800 Wireless Low Latency Earbuds, LED, 50 hrs Playtime & App Support Bluetooth Gaming Headset  (Black, In the Ear)",2999.0,1399.0,Wings,Phantom 800,Black,In Ear,Bluetooth,Wings_Phantom 800,53.35,50.0,,,,True,False,False
"Portronics Harmonics Z2 Wireless Bluetooth Headset with Mic,Noise Cancelling,30Hrs Playtime Bluetooth Headset  (Red, In the Ear)",1999.0,1299.0,Portronics,"Harmonics Z2 Wireless Bluetooth Headset with Mic,Noise Cancelling,30Hrs Playtime",Red,In Ear,Bluetooth,"Portronics_Harmonics Z2 Wireless Bluetooth Headset with Mic,Noise Cancelling,30Hrs Playtime",35.02,30.0,,,,False,False,False
"Wings Phantom Gaming TWS with 50ms Low Latency Bluetooth 5.3 Headset Bluetooth Gaming Headset  (Black, True Wireless)",4999.0,979.0,Wings,WL-PHANTOM-BLK,Black,In Ear,Bluetooth,Wings_WL-PHANTOM-BLK,80.42,,,,50.0,True,False,False
"PTron Bassbuds Jade Bluetooth Gaming Headset  (Black, True Wireless)",3699.0,1389.0,PTron,Bassbuds Jade,Black,In Ear,Bluetooth,PTron_Bassbuds Jade,62.45,,,,,True,False,False
"boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset  (Cherry Blossom, True Wireless)",2990.0,1299.0,boAt,Airdopes 131 / Airdopes 138,Cherry Blossom,In Ear,Bluetooth,boAt_Airdopes 131 / Airdopes 138,56.56,60.0,,,,False,False,False
"Skullcandy Push Active True Wireless Earbuds, Voice Control Bluetooth Headset  (Black/Orange, True Wireless)",13999.0,7899.0,Skullcandy,"Push Active True Wireless Earbuds, Voice Control",Black/Orange,In Ear,Bluetooth,"Skullcandy_Push Active True Wireless Earbuds, Voice Control",43.57,,,,,False,False,False
"ZEBRONICS ZEB-SOUND BOMB 4 Bluetooth Headset  (Black, True Wireless)",3999.0,1649.0,ZEBRONICS,ZEB-SOUND BOMB 4,Black,In Ear,Bluetooth,ZEBRONICS_ZEB-SOUND BOMB 4,58.76,,,,,False,False,False
"Wings Phantom105 Gaming Earbuds with ENC, 60 Hours Playtime, RGB Light Bluetooth Gaming Headset  (Black, True Wireless)",3599.0,1499.0,Wings,WL-PHANTOM105-BLK - Phantom 105,Black,In Ear,Bluetooth,Wings_WL-PHANTOM105-BLK - Phantom 105,58.35,60.0,,,,True,False,True
"Portronics Harmonics 230 Bluetooth Headset  (Black, In the Ear)",1999.0,1499.0,Portronics,Harmonics 230,Black,In Ear,Bluetooth,Portronics_Harmonics 230,25.01,,,,,False,False,False
"Portronics Harmonics Z2 - 30 Hours Playtime Wireless Neckband Bluetooth Headset  (Yellow, In the Ear)",1999.0,1245.0,Portronics,Harmonics Z2 Wireless Stereo,Yellow,In Ear,Bluetooth,Portronics_Harmonics Z2 Wireless Stereo,37.72,30.0,,,,False,False,False
"Noise Buds VS202 with 13mm driver,Hyper Sync and Fast Charge Bluetooth Headset  (Snow White, True Wireless)",3499.0,1099.0,Noise,Buds VS202 Truly Wireless,Snow White,In Ear,Bluetooth,Noise_Buds VS202 Truly Wireless,68.59,,13.0,,,False,False,False
"Wings Phantom 110 Neckband, LED , 20 hrs Playtime, 50ms Low Latency Headphones Bluetooth Gaming Headset  (Red, Black, In the Ear)",1999.0,899.0,Wings,WL-PHANTOM110,"Red, Black",In Ear,Bluetooth,Wings_WL-PHANTOM110,55.03,20.0,,,50.0,True,False,False
"Skullcandy Push Active True Wireless Earbuds, Voice Control Bluetooth Headset  (Blue/Green, True Wireless)",13999.0,7999.0,Skullcandy,"Push Active True Wireless Earbuds, Voice Control",Blue/Green,In Ear,Bluetooth,"Skullcandy_Push Active True Wireless Earbuds, Voice Control",42.86,,,,,False,False,False
"boAt Immortal 131 with Beast Mode, 40 Hours Playback and ENx Tech Bluetooth Headset  (White, True Wireless)",3499.0,1699.0,boAt,Immortal 131,White,In Ear,Bluetooth,boAt_Immortal 131,51.44,40.0,,,,False,False,True
"ZEBRONICS ZEB BRO+ Wired Headset  (Black, In the Ear)",349.0,267.0,ZEBRONICS,ZEB BRO+,Black,In Ear,Wired,ZEBRONICS_ZEB BRO+,23.5,,,,,False,False,False
"Noise Tune Active Pro with upto 60hrs playtime, ESR, Instacharge and Bluetooth V5.2 Bluetooth Headset  (Midnight Black, In the Ear)",2999.0,1199.0,Noise,Tune Active Pro Neckband,Midnight Black,In Ear,Bluetooth,Noise_Tune Active Pro Neckband,60.02,60.0,,5.2,,False,False,False
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)",3490.0,1199.0,boAt,Rockerz 510 / Rockerz 518,Raging Red,On Ear,Bluetooth,boAt_Rockerz 510 / Rockerz 518,65.64,,,,,False,False,False
"Noise Tune Active Pro with upto 60hrs playtime, ESR, Instacharge and Bluetooth V5.2 Bluetooth Headset  (Cobalt Blue, In the Ear)",2999.0,1199.0,Noise,Tune Active Pro Neckband,Cobalt Blue,In Ear,Bluetooth,Noise_Tune Active Pro Neckband,60.02,60.0,,5.2,,False,False,False
"Wings Phantom Pro Gaming TWS with 40 Hrs Playtime,50ms low latency, Bluetooth 5.3 Bluetooth Gaming Headset  (Black, True Wireless)",5499.0,1299.0,Wings,Phantom Pro Gaming TWS with 40 Hrs Playtime,Black,In Ear,Bluetooth,Wings_Phantom Pro Gaming TWS with 40 Hrs Playtime,76.38,40.0,,,50.0,True,False,False
"PTron Bassbuds Verse TWS Earbuds, 40H Playtime, ENC Calls, Deep Bass, BT5.3,TypeC,IPX4 Bluetooth Headset  (Black, In the Ear)",4599.0,999.0,PTron,Bassbuds Verse,Black,In Ear,Bluetooth,PTron_Bassbuds Verse,78.28,40.0,,,,False,False,True
"PTron Basspods P481, 60Hrs Playtime, Deep Bass, ENC Stereo Calls Bluetooth Headset  (White, In the Ear)",3199.0,899.0,PTron,Basspods P481,White,In Ear,Bluetooth,PTron_Basspods P481,71.9,60.0,,,,False,False,True
"boAt Airdopes 163 Bluetooth Headset  (Bold Blue, True Wireless)",2490.0,1399.0,boAt,AIRDOPES 163,Bold Blue,In Ear,Bluetooth,boAt_AIRDOPES 163,43.82,,,,,False,False,False
"Boult Audio ProBass Fcharge with 40 hrs Playtime, ENC, Fast Charging, Fast Pairing Bluetooth Headset  (Blue, In the Ear)",4999.0,1199.0,Boult,ProBass FCharge,Blue,In Ear,Bluetooth,Boult_ProBass FCharge,76.02,40.0,,,,False,False,True
"PTron Basspods Flare, 40ms Gaming TWS Earbuds, 35hrs Playtime, Clear Calls & Deep Bass Bluetooth Headset  (Yellow, In the Ear)",3199.0,899.0,PTron,Basspods Flare,Yellow,In Ear,Bluetooth,PTron_Basspods Flare,71.9,35.0,,,40.0,True,False,False
"Portronics POR-1155 Conch Delta Wired Headset  (Black, In the Ear)",399.0,299.0,Portronics,POR-1155 Conch Delta,Black,In Ear,Wired,Portronics_POR-1155 Conch Delta,25.06,,,,,False,False,False
"Wings Phantom Godlike Gaming TWS Earbuds Bluetooth Gaming Headset  (Yellow, True Wireless)",4999.0,1199.0,Wings,Phantom Godlike Gaming TWS Earbuds,Yellow,In Ear,Bluetooth,Wings_Phantom Godlike Gaming TWS Earbuds,76.02,,,,,True,False,False
"Portronics Harmonics Z2 - 30 Hours Playtime Wireless Neckband Bluetooth Headset  (Sky Blue, In the Ear)",1999.0,799.0,Portronics,Harmonics Z2 Wireless Stereo,Sky Blue,In Ear,Bluetooth,Portronics_Harmonics Z2 Wireless Stereo,60.03,30.0,,,,False,False,False
"Skullcandy Dime Truly wireless in Ear Earbuds with microphone Bluetooth Headset  (Green, True Wireless)",7499.0,2668.0,Skullcandy,S2DMW-P750,Green,In Ear,Bluetooth,Skullcandy_S2DMW-P750,64.42,,,,,False,False,False
"PTron Boom One Wired Headset  (Red, In the Ear)",800.0,451.0,PTron,Boom One,Red,In Ear,Wired,PTron_Boom One,43.62,,,,,False,False,False
"Portronics Ear 1 Wired Headset  (White, In the Ear)",599.0,339.0,Portronics,Ear 1,White,In Ear,Wired,Portronics_Ear 1,43.41,,,,,False,False,False
"Wings Phantom 200 Wireless Earbuds, LED, 40ms Low Latency, DNS Mic Headphones Bluetooth Gaming Headset  (White, In the Ear)",2999.0,1199.0,Wings,Phantom 200,White,In Ear,Bluetooth,Wings_Phantom 200,60.02,,,,40.0,True,False,False
"Boult Audio ProBass Escape with Zen Tech ENC mic 10Hrs Playtime, Extra Deep Bass Bluetooth Headset  (Blue, In the Ear)",3999.0,899.0,Boult,ProBass Escape,Blue,In Ear,Bluetooth,Boult_ProBass Escape,77.52,10.0,,,,False,False,True
"ZEBRONICS ZEB-BRO Wired Headset  (Black, In the Ear)",349.0,299.0,ZEBRONICS,ZEB-BRO,Black,In Ear,Wired,ZEBRONICS_ZEB-BRO,14.33,,,,,False,False,False
"Wings Phantom 500 with ENC and 40 ms latency Bluetooth Headset  (Black, True Wireless)",4999.0,1299.0,Wings,WL-PHANTOM500-BLK,Black,In Ear,Bluetooth,Wings_WL-PHANTOM500-BLK,74.01,,,,40.0,False,False,True
"Noise Buds VS102 with 14 Hours Playtime, 11mm Driver, IPX5, and Unique Flybird Design Bluetooth Headset  (Midnight Blue, True Wireless)",2999.0,1299.0,Noise,VS102,Midnight Blue,In Ear,Bluetooth,Noise_VS102,56.69,14.0,11.0,,,False,False,False
"Wings Phantom 210 Gaming Neckband, 40hrs Playtime, 50ms Low Latency Headphones Bluetooth Gaming Headset  (Black, In the Ear)",2499.0,1299.0,Wings,WL-PHANTOM210,Black,In Ear,Bluetooth,Wings_WL-PHANTOM210,48.02,40.0,,,50.0,True,False,False
"Wings Phantom 500 Godlike Gaming TWS Earbuds Bluetooth Gaming Headset  (Yellow, True Wireless)",4999.0,1299.0,Wings,Phantom 500 Godlike Gaming TWS Earbuds,Yellow,In Ear,Bluetooth,Wings_Phantom 500 Godlike Gaming TWS Earbuds,74.01,,,,,True,False,False
"ZEBRONICS Zeb-Buds 10 Wired Headset  (Red, In the Ear)",699.0,329.0,ZEBRONICS,Zeb-Buds 10,Red,In Ear,Wired,ZEBRONICS_Zeb-Buds 10,52.93,,,,,False,False,False
"Portronics Conch 10 Wired Headset  (White, In the Ear)",499.0,339.0,Portronics,Conch 10,White,In Ear,Wired,Portronics_Conch 10,32.06,,,,,False,False,False
"PTron InTunes Pro Bluetooth Headset  (Black, In the Ear)",3299.0,1099.0,PTron,InTunes Pro,Black,In Ear,Bluetooth,PTron_InTunes Pro,66.69,,,,,False,False,False
"Wings Phantom 760 Wireless Earphones with Low Latency, Bullet ChargeTM & App Support Bluetooth Gaming Headset  (Metallic Grey, In the Ear)",2999.0,1399.0,Wings,Phantom 760,Metallic Grey,In Ear,Bluetooth,Wings_Phantom 760,53.35,,,,,True,False,False
"Portronics Conch 20 Wired Headset  (White, In the Ear)",599.0,429.0,Portronics,Conch 20,White,In Ear,Wired,Portronics_Conch 20,28.38,,,,,False,False,False
"Portronics Harmonics Twins 26 with Active ENC TWS Bluetooth Headset  (Black, True Wireless)",2999.0,1457.0,Portronics,Harmonics Twins 26 with Active ENC TWS,Black,In Ear,Bluetooth,Portronics_Harmonics Twins 26 with Active ENC TWS,51.42,,,,,False,False,True
"Wings Vader 100 Wired Gaming Headset  (Red, On the Ear)",1799.0,1099.0,Wings,Vader 100,Red,On Ear,Wired,Wings_Vader 100,38.91,,,,,True,False,False
"Skullcandy Ink'd Plus Wired Headset  (Blue, In the Ear)",2499.0,1091.0,Skullcandy,S2IMY-M686,Blue,In Ear,Wired,Skullcandy_S2IMY-M686,56.34,,,,,False,False,False
"boAt Airdopes 191G with 6mm Dual Drivers, Quad Mics ENx Tech & Beast Mode for Gaming Bluetooth Headset  (Sport Blue, True Wireless)",3490.0,1799.0,boAt,Airdopes 191G,Sport Blue,In Ear,Bluetooth,boAt_Airdopes 191G,48.45,,,,,True,False,True
"ZEBRONICS Zeb-Yoga 101 Bluetooth Headset  (Red, In the Ear)",2499.0,849.0,ZEBRONICS,Zeb-Yoga 101,Red,In Ear,Bluetooth,ZEBRONICS_Zeb-Yoga 101,66.03,,,,,False,False,False
"Wings X-Fire Gaming TWS with 25 Hrs playtime Bluetooth Gaming Headset  (Black, True Wireless)",3999.0,1599.0,Wings,"X-Fire with 25 Hrs playtime Bluetooth5.3, 50ms low latency",Black,In Ear,Bluetooth,"Wings_X-Fire with 25 Hrs playtime Bluetooth5.3, 50ms low latency",60.02,25.0,,,,True,False,False
